x*;T;n;P_N;P_T;u_pot/T;h;u_pot;J_q;P_id
30.97;0.564025;0.00474615;0.00253075;0.002566325;-0.112259;1.31875;-0.063316882;-6.6556E-06;0.002676947
31.27;0.56413;0.004729;0.00252745;0.0025447;-0.111221;1.32035;-0.062743103;-2.32515E-06;0.002667771
31.57;0.56158;0.00473315;0.00252755;0.002516875;-0.112227;1.31175;-0.063024439;3.6281E-06;0.002658042
31.86;0.560805;0.00474535;0.0025255;0.0025289;-0.114166;1.3099;-0.064024864;-5.7752E-06;0.002661216
32.16;0.5637;0.00475555;0.00252385;0.0025496;-0.107787;1.3212;-0.060759532;5.375E-07;0.002680704
32.46;0.56321;0.00474505;0.002527;0.002540875;-0.1078155;1.3197;-0.060722768;-1.35778E-06;0.00267246
32.75;0.564745;0.0047491;0.00252245;0.0025694;-0.10567;1.32615;-0.059676604;-3.7078E-06;0.00268203
33.05;0.56418;0.00469855;0.00252305;0.00252105;-0.105864;1.32445;-0.059726352;-1.35749E-05;0.002650828
33.35;0.56336;0.00468945;0.0025212;0.00249995;-0.1072425;1.3193;-0.060416135;5.38682E-06;0.002641849
33.64;0.565505;0.00467885;0.00251725;0.002505525;-0.1066795;1.3251;-0.060327791;9.35E-08;0.002645913
33.94;0.566095;0.00472365;0.00251645;0.002550825;-0.106889;1.3278;-0.060509328;-1.35488E-05;0.002674035
34.24;0.57015;0.0047032;0.0025194;0.002564;-0.1048555;1.3393;-0.059783363;1.91533E-06;0.002681529
34.53;0.565535;0.0046666;0.00252065;0.0025018;-0.1082065;1.3249;-0.061194563;-5.1168E-06;0.002639126
34.83;0.567285;0.00471055;0.00252085;0.00254685;-0.106302;1.33135;-0.06030353;5.9475E-08;0.002672224
35.12;0.562705;0.00471875;0.00252215;0.0025287;-0.109829;1.317;-0.061801327;2.3823E-06;0.002655264
35.42;0.56035;0.00471335;0.0025222;0.002504825;-0.1104675;1.30975;-0.061900464;-8.26483E-06;0.002641126
35.72;0.56169;0.00471675;0.0025277;0.0025245;-0.110467;1.31345;-0.062048209;-8.88885E-06;0.002649351
36.01;0.559605;0.00470905;0.0025293;0.002493975;-0.113288;1.30685;-0.063396531;1.066E-07;0.002635208
36.31;0.55636;0.00476455;0.0025347;0.0025201;-0.1138155;1.2985;-0.063322392;-7.1575E-07;0.002650805
36.61;0.557885;0.0047861;0.0025303;0.00254305;-0.110494;1.30425;-0.061642945;-7.29811E-06;0.002670093
36.9;0.5568;0.00474145;0.0025265;0.00249935;-0.112213;1.30175;-0.062480198;7.446E-07;0.002640039
37.2;0.553965;0.00474975;0.00252835;0.002484825;-0.1133725;1.29315;-0.062804397;-7.68585E-06;0.002631195
37.5;0.555345;0.0047278;0.00253075;0.002484175;-0.1116255;1.2984;-0.061990663;1.71928E-06;0.00262556
