x*;T;n;P_N;P_T;u_pot/T;h;u_pot;J_q;P_id
6.076;0.59394;0.00843985;0.00462105;0.00462305;-0.164575;1.34185;-0.097747676;1.0265E-05;0.005012765
6.373;0.595595;0.00847785;0.00462575;0.004687725;-0.16272;1.3477;-0.096915218;-8.23545E-06;0.005049365
6.669;0.59611;0.00844515;0.0046144;0.0046661;-0.163355;1.34935;-0.097377549;-6.86025E-06;0.005034238
6.966;0.593975;0.00843895;0.00461645;0.00463;-0.16648;1.34155;-0.098884958;-0.000001957;0.005012525
7.262;0.594845;0.00844135;0.00461035;0.004588525;-0.168335;1.34035;-0.100133233;-3.97417E-06;0.005021295
7.558;0.597025;0.00844925;0.00461165;0.00463775;-0.168745;1.3462;-0.100744984;3.50855E-06;0.005044413
7.855;0.59414;0.00844125;0.0046053;0.00460215;-0.16994;1.3385;-0.100968152;0.000006803;0.005015284
8.151;0.592685;0.00849745;0.00460485;0.0046242;-0.17004;1.33565;-0.100780157;-0.000011431;0.005036311
8.448;0.594635;0.0084969;0.00459795;0.00468555;-0.166975;1.34245;-0.099289179;-1.94021E-06;0.005052554
8.744;0.593075;0.0085232;0.00459825;0.00467335;-0.167725;1.3396;-0.099473504;-5.87325E-06;0.005054897
9.04;0.596185;0.0084823;0.0046059;0.004669175;-0.167015;1.3468;-0.099571838;1.5076E-06;0.00505702
9.337;0.597235;0.0084853;0.0046063;0.0047042;-0.168415;1.34795;-0.100583333;2.4009E-06;0.005067718
9.633;0.596685;0.0085066;0.0045991;0.00468235;-0.16876;1.34615;-0.100696561;-4.7958E-06;0.005075761
9.93;0.59813;0.0084728;0.0045994;0.00467095;-0.171005;1.3472;-0.102283221;1.01876E-05;0.005067836
10.23;0.598955;0.0084937;0.0046127;0.004722425;-0.1689;1.35225;-0.1011635;-1.42124E-05;0.005087344
10.52;0.598875;0.00850145;0.00462145;0.00472975;-0.17074;1.3497;-0.102251918;-1.55365E-06;0.005091306
10.82;0.599685;0.00840605;0.00461505;0.0046366;-0.17033;1.3506;-0.102144346;-3.57825E-06;0.005040982
11.12;0.60152;0.00840515;0.00460755;0.00465505;-0.170235;1.35545;-0.102399757;-9.3514E-06;0.005055866
11.41;0.60078;0.008352;0.00461455;0.0045964;-0.16949;1.3543;-0.101826202;9.14765E-06;0.005017715
11.71;0.5983;0.0083713;0.00461645;0.00460085;-0.168745;1.3496;-0.100960134;-7.04735E-06;0.005008549
12;0.601005;0.00838165;0.0046122;0.00463765;-0.166395;1.35725;-0.100004227;-1.4475E-06;0.005037414
12.3;0.59985;0.00841275;0.0046144;0.004658625;-0.16685;1.3538;-0.100084973;-0.000011649;0.005046388
12.6;0.5977;0.0084829;0.00461865;0.004672575;-0.16792;1.34805;-0.100365784;6.30435E-06;0.005070229
12.89;0.601765;0.0084187;0.00463235;0.004693875;-0.163115;1.3597;-0.098156898;-1.59626E-05;0.005066079
13.19;0.600915;0.0083827;0.0046396;0.0046801;-0.16322;1.36;-0.098081346;1.08359E-05;0.00503729
13.49;0.59926;0.0083958;0.0046358;0.004668575;-0.163825;1.35325;-0.09817377;-7.1054E-06;0.005031267
13.78;0.60071;0.0083126;0.00463045;0.004623425;-0.16316;1.3592;-0.098011844;3.3421E-06;0.004993462
14.08;0.60374;0.0083169;0.00462325;0.0046719;-0.16254;1.36745;-0.0981319;-1.02258E-05;0.005021245
14.38;0.60232;0.008265;0.0046218;0.00459565;-0.158735;1.3658;-0.095609265;3.48081E-06;0.004978175
14.67;0.60661;0.00818405;0.00462035;0.0045861;-0.158695;1.3759;-0.096265974;1.06647E-05;0.004964527
14.97;0.60851;0.0081674;0.0046078;0.0045754;-0.157845;1.3809;-0.096050261;-4.00643E-06;0.004969945
15.27;0.60622;0.0081975;0.00461415;0.00459165;-0.1566;1.3774;-0.094934052;-1.23175E-05;0.004969488
15.56;0.603715;0.00828475;0.0046192;0.004656725;-0.15429;1.37175;-0.093147187;1.33615E-05;0.005001628
15.86;0.602455;0.00836795;0.0046197;0.004696275;-0.156175;1.36925;-0.09408841;-4.68055E-06;0.005041313
16.15;0.602825;0.00833195;0.00461365;0.004659425;-0.159135;1.3659;-0.095930556;-1.07252E-05;0.005022708
16.45;0.604255;0.0082723;0.0046085;0.004619275;-0.15911;1.3708;-0.096143013;1.115E-07;0.004998579
16.75;0.605655;0.00830375;0.0046073;0.004663525;-0.15892;1.37405;-0.096250693;1.19928E-05;0.005029208
17.04;0.605175;0.0082795;0.00460765;0.004648675;-0.15802;1.3735;-0.095629754;-7.0519E-06;0.005010546
17.34;0.60741;0.00825775;0.00460975;0.004642975;-0.159095;1.3766;-0.096635894;-2.402E-07;0.00501584
17.64;0.607235;0.00823155;0.00462145;0.004627675;-0.159025;1.3771;-0.096565546;-2.8653E-06;0.004998485
17.93;0.604475;0.0082685;0.00461955;0.004641525;-0.15986;1.3701;-0.096631374;-1.11576E-05;0.004998102
18.23;0.60688;0.00824715;0.00461675;0.004626225;-0.160055;1.37565;-0.097134178;6.88455E-06;0.00500503
18.53;0.60725;0.00832885;0.004612;0.0047182;-0.16356;1.37505;-0.09932181;4.10395E-06;0.005057694
18.82;0.604615;0.0083921;0.0046229;0.00472385;-0.16486;1.36675;-0.099676829;-1.2373E-05;0.00507399
19.12;0.602185;0.00834625;0.0046211;0.004641075;-0.16646;1.36;-0.100239715;2.84727E-06;0.005025987
19.41;0.60234;0.0083582;0.0046198;0.004651925;-0.167075;1.3596;-0.100635956;1.7705E-07;0.005034478
19.71;0.604155;0.0083982;0.0046222;0.00469645;-0.1679;1.36225;-0.101437625;-6.1343E-06;0.005073815
20.01;0.601305;0.0084834;0.00462185;0.004743075;-0.16726;1.35745;-0.100574274;1.34689E-05;0.005101111
20.3;0.59912;0.0085014;0.0046261;0.004730725;-0.169265;1.35;-0.101410047;9.6145E-07;0.005093359
20.6;0.594915;0.00854205;0.0046271;0.0047193;-0.165875;1.3434;-0.098681526;-7.18205E-06;0.005081794
20.9;0.592625;0.0085398;0.00463655;0.00472355;-0.166275;1.34;-0.098538722;-6.02315E-06;0.005060899
21.19;0.598225;0.0084246;0.0046388;0.004709675;-0.16561;1.3517;-0.099072042;-7.08625E-06;0.005039806
21.49;0.600735;0.00844465;0.0046305;0.004720975;-0.16123;1.35995;-0.096856504;3.71675E-06;0.005072997
21.79;0.60076;0.00840175;0.00463075;0.004709725;-0.164045;1.36135;-0.098551674;-1.34471E-05;0.005047435
22.08;0.598805;0.00840355;0.00462115;0.004660775;-0.167185;1.3512;-0.100111214;-2.75985E-06;0.005032088
22.38;0.59796;0.0083501;0.0046201;0.00461255;-0.167575;1.34925;-0.100203147;4.5285E-08;0.004993026
22.68;0.60396;0.0083537;0.00461995;0.004682325;-0.1655;1.36565;-0.09995538;-6.73776E-06;0.005045301
22.97;0.598975;0.00841535;0.00462395;0.004671875;-0.16651;1.35295;-0.099735327;-3.8541E-06;0.005040584
23.27;0.59918;0.0083254;0.00462655;0.004609125;-0.166505;1.35405;-0.099766466;1.21882E-05;0.004988413
23.56;0.59763;0.00831965;0.0046251;0.004564825;-0.164865;1.3503;-0.09852827;-1.54635E-06;0.004972072
23.86;0.596165;0.0083605;0.00461905;0.004612775;-0.16284;1.3501;-0.097079509;-2.20287E-05;0.004984237
24.16;0.59765;0.00836565;0.0046252;0.00465445;-0.16378;1.35025;-0.097883117;6.66408E-06;0.004999731
24.45;0.599865;0.00838;0.00462655;0.004672575;-0.16404;1.35785;-0.098401855;5.4669E-06;0.005026869
24.75;0.60157;0.0083036;0.0046196;0.004611825;-0.161905;1.3608;-0.097397191;-1.58317E-05;0.004995197
25.05;0.60264;0.0083371;0.00461245;0.004654125;-0.162085;1.3635;-0.097678904;-2.0528E-06;0.00502427
25.34;0.599775;0.0083586;0.00460585;0.00461615;-0.161975;1.35665;-0.097148556;-4.83419E-06;0.005013279
25.64;0.6019;0.00826295;0.0046055;0.004552375;-0.160585;1.36325;-0.096656112;-1.47035E-05;0.00497347
25.94;0.604865;0.0082606;0.00460655;0.0046048;-0.16035;1.3698;-0.096990103;-0.000001283;0.004996548
26.23;0.60297;0.00819195;0.00460965;0.0045425;-0.158485;1.36675;-0.0955617;2.24325E-06;0.0049395
26.53;0.603555;0.0082183;0.0046133;0.004578725;-0.16073;1.36755;-0.097009395;-8.8456E-06;0.004960196
26.82;0.604895;0.00826315;0.0046145;0.0046201;-0.158885;1.3717;-0.096108742;-7.606E-07;0.004998338
27.12;0.60324;0.00829045;0.00462685;0.00463075;-0.159505;1.36705;-0.096219796;-1.1133E-05;0.005001131
27.42;0.60671;0.00829085;0.0046266;0.00468445;-0.15722;1.3773;-0.095386946;1.24489E-05;0.005030142
27.71;0.60599;0.00826125;0.0046289;0.00464175;-0.1588;1.37485;-0.096231212;-1.70914E-05;0.005006235
28.01;0.60217;0.0082823;0.00462605;0.00459335;-0.159685;1.36365;-0.096157516;-1.06941E-05;0.004987353
28.31;0.6035;0.0081676;0.00462785;0.004540225;-0.15879;1.36905;-0.095829765;-2.0532E-06;0.004929147
28.6;0.604575;0.00817505;0.0046283;0.00457765;-0.156715;1.3726;-0.094745971;-9.11929E-06;0.004942431
28.9;0.60557;0.0082372;0.004622;0.0046132;-0.158625;1.37385;-0.096058541;-1.51395E-06;0.004988201
29.2;0.60176;0.00822795;0.0046145;0.00456175;-0.15746;1.3655;-0.09475313;-1.69505E-06;0.004951251
29.49;0.602645;0.00824275;0.00462065;0.0045709;-0.157705;1.36675;-0.09504013;-9.761E-07;0.004967452
29.79;0.603875;0.0082981;0.00462545;0.004651725;-0.157615;1.37;-0.095179758;-1.26295E-06;0.005011015
30.09;0.60219;0.0083246;0.004609;0.004634975;-0.16281;1.3639;-0.098042554;-9.23438E-06;0.005012991
30.38;0.59962;0.00829055;0.00460525;0.0045748;-0.163555;1.35595;-0.098070849;-0.000008928;0.00497118
30.68;0.59854;0.0083146;0.00460545;0.0045807;-0.164795;1.35405;-0.098636399;-0.000003773;0.004976621
30.97;0.59525;0.00838145;0.0046181;0.0046149;-0.165305;1.3448;-0.098397801;-5.10615E-06;0.004989058
31.27;0.596785;0.0083899;0.00462265;0.00463855;-0.16451;1.34975;-0.0981771;-9.5861E-06;0.005006966
31.57;0.59548;0.00835695;0.00461425;0.004606975;-0.162625;1.3482;-0.096839935;-4.19279E-06;0.004976397
31.86;0.59846;0.008385;0.0046027;0.00463975;-0.1594;1.357;-0.095394524;6.96515E-06;0.005018087
32.16;0.602595;0.00843115;0.00460665;0.00473665;-0.160095;1.365;-0.096472447;-1.14913E-05;0.005080569
32.46;0.60067;0.0083643;0.004607;0.00463745;-0.16291;1.35935;-0.09785515;-1.39387E-05;0.005024184
32.75;0.60213;0.00840115;0.0046064;0.004670175;-0.1639;1.3609;-0.098689107;1.9623E-06;0.005058584
33.05;0.599225;0.00837875;0.00460895;0.004639225;-0.162735;1.35665;-0.09751488;-8.2876E-06;0.005020756
33.35;0.597875;0.0083147;0.0046058;0.004574775;-0.16053;1.35465;-0.095976874;-8.8501E-06;0.004971151
33.64;0.601045;0.00822875;0.0046122;0.00456165;-0.156975;1.3659;-0.094349039;9.3751E-06;0.004945849
33.94;0.598675;0.00826925;0.00461215;0.004554725;-0.16114;1.35615;-0.09647049;9.6495E-07;0.004950593
34.24;0.60152;0.0082934;0.00461125;0.004584075;-0.15588;1.3662;-0.093764938;-1.20411E-05;0.004988646
34.53;0.601555;0.0082922;0.00461855;0.004588475;-0.160515;1.36225;-0.096558601;-4.90345E-06;0.004988214
34.83;0.600935;0.0083603;0.00462495;0.004651325;-0.160455;1.3616;-0.096423025;-1.02841E-05;0.005023997
35.12;0.5992;0.0083945;0.0046277;0.0046504;-0.162005;1.35465;-0.097073396;-0.000003811;0.005029984
35.42;0.601445;0.00841305;0.00462335;0.004716275;-0.159895;1.3634;-0.096168048;-5.1155E-06;0.005059987
35.72;0.601705;0.0083632;0.00461035;0.0046727;-0.1629;1.3609;-0.098017745;-2.13836E-06;0.005032179
36.01;0.60212;0.008311;0.00460845;0.004589825;-0.165445;1.35945;-0.099617743;0.000000504;0.005004219
36.31;0.604555;0.00831925;0.00461265;0.004643575;-0.166425;1.36495;-0.100613066;-7.8526E-06;0.005029444
36.61;0.60061;0.0083476;0.0046095;0.004619125;-0.166965;1.35415;-0.100280849;-5.4825E-06;0.005013652
36.9;0.603785;0.00827045;0.004611;0.0046084;-0.161335;1.36705;-0.097411653;-7.15405E-06;0.004993574
37.2;0.600525;0.0083337;0.0046144;0.004623825;-0.15954;1.36095;-0.095807759;-1.75089E-05;0.005004595
37.5;0.60014;0.00835855;0.00461215;0.004656625;-0.160815;1.3597;-0.096511514;-1.5333E-06;0.0050163
37.79;0.60167;0.00830975;0.004616;0.004633;-0.1636;1.3604;-0.098433212;-3.78395E-06;0.004999727
38.09;0.60371;0.00834125;0.00461105;0.004672075;-0.16032;1.3676;-0.096786787;-3.7485E-07;0.005035696
38.38;0.60278;0.00826425;0.0046111;0.004581875;-0.160995;1.36645;-0.097044566;-0.000006813;0.004981525
38.68;0.600545;0.0083303;0.0046114;0.0046032;-0.164555;1.35665;-0.098822682;-5.1945E-07;0.00500272
38.98;0.599315;0.00833145;0.0046051;0.00459325;-0.164475;1.35265;-0.098572335;-2.02385E-05;0.004993163
39.27;0.600525;0.0083175;0.00460425;0.00460855;-0.16285;1.35815;-0.097795496;1.05089E-06;0.004994867
39.57;0.604785;0.00832725;0.0046152;0.00469995;-0.16143;1.37035;-0.097630443;-9.2603E-06;0.005036196
39.87;0.60042;0.00839615;0.0046039;0.00467825;-0.16344;1.35815;-0.098132645;-7.26915E-06;0.005041216
40.16;0.601395;0.0083325;0.00460445;0.004663075;-0.159995;1.3636;-0.096220193;-3.163E-07;0.005011124
40.46;0.599465;0.0083872;0.00461615;0.00467865;-0.16155;1.3592;-0.096843571;-1.94745E-05;0.005027833
40.76;0.602045;0.0083028;0.0046196;0.004638225;-0.15985;1.3648;-0.096236893;3.7985E-06;0.004998659
41.05;0.606375;0.00826625;0.0046337;0.004671725;-0.15707;1.37625;-0.095243321;-5.8865E-06;0.005012447
41.35;0.60286;0.0082715;0.00464095;0.004632725;-0.156125;1.36865;-0.094121518;-1.22446E-05;0.004986556
41.65;0.602375;0.00829495;0.00464365;0.0046749;-0.153075;1.3719;-0.092208553;-0.000012132;0.004996671
41.94;0.603805;0.0082666;0.0046413;0.004665575;-0.154295;1.37225;-0.093164092;1.02801E-05;0.004991414
42.24;0.601635;0.0082715;0.00464105;0.004614225;-0.15634;1.3662;-0.094059616;-8.99375E-06;0.004976424
42.53;0.603485;0.00827305;0.004633;0.00463505;-0.15578;1.37165;-0.094010893;-9.58945E-06;0.004992662
42.83;0.602035;0.00830725;0.00462615;0.004630425;-0.15876;1.36405;-0.095579077;-1.23343E-05;0.005001255
43.13;0.60292;0.00826825;0.0046214;0.0046041;-0.162165;1.36225;-0.097772522;-1.13135E-06;0.004985093
43.42;0.60461;0.0083489;0.00461965;0.004665825;-0.168495;1.3583;-0.101873762;-0.00000964;0.005047828
43.72;0.601315;0.0085477;0.0046235;0.00470635;-0.193075;1.3238;-0.116098894;-2.02611E-05;0.00513986
44.02;0.59865;0.00895605;0.0046225;0.004797;-0.252555;1.2553;-0.151192051;0.000004237;0.005361539
44.31;0.598985;0.00975805;0.0046214;0.005004675;-0.37855;1.127725;-0.226745772;-2.795E-07;0.005844926
44.61;0.598525;0.0116845;0.00461325;0.00543415;-0.639685;0.871165;-0.382867465;9.10005E-06;0.006993465
44.91;0.60139;0.0156335;0.0046538;0.00603545;-1.06112;0.4873155;-0.638146957;-1.85695E-05;0.009401831
45.2;0.59907;0.0237345;0.00479155;0.006472925;-1.6094;0.00199475;-0.964143258;-0.000036142;0.014218627
45.5;0.599285;0.0387275;0.004889;0.005664225;-2.17;-0.4644;-1.30044845;-9.54175E-06;0.02320881
45.8;0.600345;0.0651185;0.00508252;0.00211224;-2.68345;-0.86094;-1.61099579;-0.000021953;0.039093566
46.09;0.599905;0.107078;0.005387775;-0.007694883;-3.1583;-1.204;-1.894679962;0.000107062;0.064236628
46.39;0.599525;0.16788;0.0055665;-0.02736675;-3.60395;-1.5029;-2.160658124;-7.69665E-05;0.100648257
46.68;0.59939;0.247855;0.005501315;-0.06001275;-4.02855;-1.7717;-2.414672585;-0.0001049;0.148561808
46.98;0.59971;0.341895;0.00504;-0.10062525;-4.4392;-2.01635;-2.662232632;0.000089883;0.20503785
47.28;0.599525;0.441545;0.004870695;-0.1439275;-4.8529;-2.24965;-2.909434873;0.000355478;0.264717266
47.57;0.59945;0.535365;0.004665265;-0.1758225;-5.259;-2.4655;-3.15250755;-0.00026853;0.320924549
47.87;0.599575;0.614045;0.004312157;-0.18954;-5.64975;-2.66755;-3.387448856;-0.000191987;0.368166031
48.17;0.59958;0.67408;0.004085355;-0.178525;-6.01355;-2.8466;-3.605604309;0.000181644;0.404164886
48.46;0.599625;0.71711;0.00401813;-0.1495;-6.32615;-2.99625;-3.793317694;0.000179465;0.429997084
48.76;0.599735;0.74329;0.004291547;-0.111287;-6.5771;-3.11265;-3.944517069;-8.17377E-05;0.445777028
49.06;0.599435;0.75961;0.00450863;-0.07341075;-6.76935;-3.20025;-4.057785317;-0.000376924;0.45533682
49.35;0.599595;0.768975;0.00423275;-0.046653;-6.8994;-3.2609;-4.136845743;0.000232334;0.461073565
49.65;0.599575;0.77322;0.00428455;-0.026430325;-6.98185;-3.2972;-4.186142714;-0.000275075;0.463603382
49.94;0.599665;0.77593;0.0047596;-0.01085774;-7.03055;-3.32005;-4.215974766;-4.92123E-05;0.465298063
50.24;0.599515;0.777275;0.00437445;-0.005034968;-7.0604;-3.3327;-4.232815706;0.000195856;0.465988022
50.54;0.59947;0.777685;0.00454725;0.00212793;-7.0755;-3.3376;-4.241549985;-0.000458766;0.466198827
50.83;0.59956;0.77813;0.0047152;0.002045076;-7.0823;-3.3418;-4.246263788;0.000197775;0.466535623
51.13;0.599345;0.778245;0.00407505;0.004791983;-7.0895;-3.3435;-4.249056378;0.000328;0.46643725
51.43;0.599415;0.778265;0.00421635;0.005938921;-7.0907;-3.3441;-4.250271941;0.000160671;0.466503715
51.72;0.59935;0.778455;0.00459935;0.006000259;-7.09115;-3.34495;-4.250080753;-0.000741112;0.466567004
52.02;0.599405;0.778135;0.00476935;0.004926148;-7.0922;-3.3464;-4.251100141;-0.000312952;0.46641801
52.32;0.59936;0.77842;0.0042973;0.003333658;-7.0927;-3.34685;-4.251080672;0.00041714;0.466553811
52.61;0.599405;0.77839;0.0046295;0.004950247;-7.09145;-3.34695;-4.250650587;0.000395784;0.466570858
52.91;0.5994;0.77834;0.0044258;0.001198121;-7.09285;-3.34735;-4.25145429;-0.000264503;0.466536996
53.21;0.59923;0.778245;0.0045014;0.002080655;-7.09515;-3.34785;-4.251626735;-0.000694285;0.466347751
53.5;0.5992;0.77824;0.0047872;0.003012228;-7.09545;-3.3479;-4.25159364;0.000114062;0.466321408
53.8;0.599155;0.778775;0.00448805;0.004416094;-7.09625;-3.34775;-4.251753669;0.00003827;0.466606935
54.09;0.599205;0.77827;0.0044877;0.006688028;-7.0954;-3.3462;-4.251599157;0.000521554;0.466343275
54.39;0.599165;0.77841;0.00433695;0.003620545;-7.09615;-3.34615;-4.251764715;-0.00095819;0.466396028
54.69;0.59904;0.778825;0.0045322;0.00387619;-7.09835;-3.3487;-4.252195584;0.000361315;0.466547328
54.98;0.599225;0.778255;0.0045492;0.000651038;-7.0954;-3.34865;-4.251741065;-0.000215845;0.466349852
55.28;0.59926;0.778295;0.00449985;0.004433101;-7.0952;-3.34605;-4.251869552;0.000409658;0.466401062
55.58;0.599255;0.77859;0.004635;0.004546742;-7.0953;-3.34655;-4.251894002;-0.000620425;0.46657395
55.87;0.59897;0.77863;0.0044888;0.004565685;-7.0986;-3.34775;-4.251848442;0.000296425;0.466376011
56.17;0.59934;0.778235;0.0046069;0.003599973;-7.0944;-3.3481;-4.251957696;0.000073813;0.466427365
56.47;0.599485;0.77875;0.0045757;0.005043248;-7.0922;-3.34515;-4.251667517;-0.00058286;0.466848944
56.76;0.599345;0.778365;0.005048;0.0067771;-7.09395;-3.3463;-4.251723463;0.0006131;0.466509171
57.06;0.599315;0.778565;0.00446105;0.003700155;-7.0943;-3.3461;-4.251720405;-0.000642462;0.466605683
57.35;0.599425;0.77808;0.00458795;0.002589895;-7.09355;-3.34655;-4.252051209;-0.000167525;0.466400604
57.65;0.599285;0.778875;0.00472365;0.004351816;-7.09525;-3.3476;-4.252076896;0.000764854;0.466768104
57.95;0.599405;0.77845;0.00435075;0.00504251;-7.09415;-3.34615;-4.252268981;-0.00060595;0.466606822
58.24;0.59934;0.77808;0.0046228;0.004909818;-7.0948;-3.34735;-4.252197432;-0.00062439;0.466334467
58.54;0.599105;0.779065;0.00467485;0.004876815;-7.09715;-3.3486;-4.251938051;0.000209235;0.466741737
58.84;0.59926;0.778245;0.0045456;0.004416263;-7.0956;-3.34685;-4.252109256;0.000690825;0.466371099
59.13;0.599135;0.77844;0.0044845;0.005906205;-7.09745;-3.3475;-4.252330706;-0.000506887;0.466390649
59.43;0.59929;0.7786;0.00459585;0.00406524;-7.09455;-3.3472;-4.25169287;-0.000294675;0.466607194
59.73;0.59912;0.778465;0.0046751;0.003194975;-7.0972;-3.3487;-4.252074464;0.000189705;0.466393951
60.02;0.59914;0.778155;0.0046576;0.001820855;-7.09685;-3.3494;-4.252006709;-0.00014979;0.466223787
60.32;0.59922;0.778725;0.00436815;0.003902569;-7.09625;-3.3489;-4.252214925;5.01315E-05;0.466627595
60.62;0.598875;0.77866;0.00481595;0.0044832;-7.0997;-3.34835;-4.251832838;-0.00019269;0.466320008
60.91;0.59891;0.77817;0.00441835;0.002252015;-7.09955;-3.3482;-4.251991491;0.00019338;0.466053795
61.21;0.598995;0.778725;0.0045129;0.003816553;-7.09885;-3.34845;-4.252175656;0.00027957;0.466452381
61.5;0.59899;0.778455;0.0044877;0.002564415;-7.09885;-3.35005;-4.252140162;-0.00033792;0.46628676
61.8;0.59907;0.77847;0.0045544;0.002616865;-7.097;-3.34735;-4.25159979;-0.000145094;0.466358023
62.1;0.598925;0.77835;0.0045046;0.00322822;-7.09945;-3.34955;-4.252038091;0.000114264;0.466173274
62.39;0.599285;0.778465;0.00429495;0.003658075;-7.09555;-3.3456;-4.252256682;0.000136025;0.466522398
62.69;0.599285;0.778635;0.0045915;0.005167754;-7.0951;-3.3468;-4.251987004;-0.000539469;0.466624276
62.99;0.59906;0.778345;0.0045722;0.006006955;-7.09835;-3.34815;-4.252337551;0.000473025;0.466275356
63.28;0.59926;0.77866;0.0041801;0.003385788;-7.09585;-3.34745;-4.252259071;-0.000910355;0.466619792
63.58;0.59919;0.77866;0.00473;0.005450627;-7.09635;-3.34735;-4.252061957;0.0008125;0.466565285
63.88;0.598905;0.778185;0.0046198;0.00587039;-7.10055;-3.34705;-4.252554898;0.00004995;0.466058887
64.17;0.59918;0.778715;0.00434345;0.006001303;-7.09625;-3.34635;-4.251931075;-0.000810194;0.466590454
64.47;0.599165;0.77867;0.0047391;0.007274333;-7.0965;-3.347;-4.251974423;0.000731133;0.466551811
64.77;0.59928;0.77838;0.004607;0.005677875;-7.0946;-3.34595;-4.251651888;0.00029493;0.466467566
65.06;0.599215;0.77842;0.00440655;0.006063973;-7.09525;-3.34625;-4.251580229;-0.000927229;0.46644094
65.36;0.599295;0.778595;0.0045835;0.005022178;-7.09425;-3.3465;-4.251548554;0.000231463;0.466608091
65.65;0.599205;0.778295;0.00415255;0.001838505;-7.0952;-3.3483;-4.251479316;0.000689978;0.466358255
65.95;0.59919;0.77793;0.0043894;0.000789403;-7.09505;-3.34775;-4.25128301;-0.000668675;0.466127877
66.25;0.59907;0.778975;0.00507455;0.002540203;-7.0972;-3.34855;-4.251719604;0.000037165;0.466660553
66.54;0.599125;0.7783;0.00478425;0.002736558;-7.0966;-3.34805;-4.251750475;0.000025004;0.466298988
66.84;0.59914;0.778165;0.00433255;0.002992393;-7.0964;-3.34775;-4.251737096;0.000376255;0.466229778
67.14;0.599165;0.77884;0.00438135;0.003435785;-7.097;-3.3477;-4.252274005;-0.000174885;0.466653669
67.43;0.599075;0.778425;0.00487445;0.003588415;-7.09825;-3.34715;-4.252384119;-0.000941965;0.466334957
67.73;0.599205;0.777925;0.00466405;0.002481663;-7.09645;-3.3472;-4.252228322;0.00129334;0.46613655
68.03;0.599245;0.77951;0.00434845;0.003274748;-7.0961;-3.34755;-4.252302445;-0.000278405;0.46711747
68.32;0.59923;0.778325;0.00451725;0.003975695;-7.0957;-3.34675;-4.251956311;-0.000261055;0.46639569
68.62;0.599005;0.77807;0.00473205;0.004471705;-7.0996;-3.34855;-4.252695898;-0.001112665;0.46606782
68.91;0.59928;0.778675;0.0042885;0.005431215;-7.09525;-3.3458;-4.25204142;0.001145964;0.466644354
69.21;0.5991;0.779075;0.004216095;0.00622261;-7.0973;-3.34825;-4.25199243;0.000149984;0.466743833
69.51;0.599195;0.77807;0.00453175;0.00353025;-7.0968;-3.3469;-4.252367076;-0.00040451;0.466215654
69.8;0.59896;0.77849;0.00426395;0.00455031;-7.1;-3.34735;-4.252616;0.000063185;0.46628437
70.1;0.599205;0.77889;0.0046205;0.007466063;-7.09635;-3.34745;-4.252168402;-0.00017425;0.466714782
