x*;T;n;P_N;P_T;u_pot/T;h;u_pot;J_q;P_id
12.89;0.693405;0.0240995;0.0139985;0.014088;-0.34667;1.38465;-0.240382711;-1.25564E-05;0.016710714
13.19;0.69473;0.023986;0.0139985;0.01397925;-0.34623;1.38795;-0.240536368;2.2523E-06;0.016663794
13.49;0.69267;0.024179;0.013988;0.014116;-0.349555;1.38105;-0.242126262;-3.30805E-05;0.016748068
13.78;0.69126;0.0242515;0.014014;0.01417775;-0.35008;1.3777;-0.241996301;3.834E-06;0.016764092
14.08;0.691675;0.024097;0.014005;0.01405825;-0.348785;1.3803;-0.241245865;1.47415E-05;0.016667292
14.38;0.69383;0.024059;0.0139715;0.014094;-0.34671;1.38635;-0.240557799;-1.41857E-05;0.016692856
14.67;0.69397;0.0240425;0.013953;0.014047;-0.34655;1.38655;-0.240495304;4.4995E-06;0.016684774
14.97;0.693385;0.024014;0.0139495;0.01394175;-0.345025;1.3867;-0.23923516;-0.000012151;0.016650947
15.27;0.69306;0.0240785;0.0139185;0.01397475;-0.34386;1.3858;-0.238315612;-1.51395E-05;0.016687845
15.56;0.695295;0.024109;0.0139275;0.0141445;-0.342505;1.39285;-0.238142014;-1.82153E-05;0.016762867
15.86;0.69408;0.0239695;0.013938;0.01398375;-0.34128;1.39225;-0.236875622;2.39727E-05;0.016636751
16.15;0.69353;0.02401;0.013937;0.01405875;-0.339675;1.3918;-0.235574803;-0.000017763;0.016651655
16.45;0.693;0.0240165;0.013942;0.01406875;-0.340005;1.3903;-0.235623465;0.000001253;0.016643435
16.75;0.69543;0.0240295;0.0139695;0.014175;-0.339555;1.3961;-0.236136734;9.4735E-07;0.016710835
17.04;0.69467;0.024006;0.013957;0.0140165;-0.340735;1.39165;-0.236698382;-1.4566E-06;0.016676248
17.34;0.69528;0.0240225;0.01398;0.01405725;-0.343375;1.391;-0.23874177;5.89655E-06;0.016702364
17.64;0.69521;0.024087;0.0139895;0.014159;-0.34273;1.39175;-0.238269323;-0.000011553;0.016745523
17.93;0.693615;0.024063;0.0140085;0.0140575;-0.344505;1.3868;-0.238953836;-2.69715E-05;0.016690458
18.23;0.69295;0.024025;0.0140105;0.01404375;-0.345145;1.38515;-0.239168228;2.3145E-06;0.016648124
18.53;0.694605;0.024028;0.0140155;0.0140365;-0.34572;1.3862;-0.240138841;-1.38317E-05;0.016689969
18.82;0.697785;0.0240535;0.013982;0.01419425;-0.344005;1.3961;-0.240041529;2.14452E-05;0.016784171
19.12;0.69611;0.023931;0.013995;0.01400225;-0.34409;1.3913;-0.23952449;1.04103E-05;0.016658608
19.41;0.69512;0.024004;0.0140215;0.0141785;-0.34337;1.3913;-0.238683354;-0.000034768;0.01668566
19.71;0.696185;0.023872;0.0140185;0.0140825;-0.33951;1.3971;-0.236361769;0.000006787;0.016619328
20.01;0.695795;0.0239325;0.014011;0.01410075;-0.340705;1.39535;-0.237060835;-2.2245E-06;0.016652114
20.3;0.69363;0.0240405;0.0140165;0.014165;-0.34272;1.3901;-0.237720874;-0.000028258;0.016675212
20.6;0.69146;0.0239275;0.014005;0.01389675;-0.341605;1.38465;-0.236206193;1.30103E-05;0.016544909
20.9;0.69245;0.0239005;0.0139945;0.0139095;-0.34197;1.3872;-0.236797127;-1.11707E-05;0.016549901
21.19;0.69433;0.0238615;0.0140115;0.01396575;-0.341935;1.39025;-0.237415729;-3.02151E-05;0.016567755
21.49;0.69529;0.023922;0.0140175;0.0140745;-0.3412;1.3936;-0.237232948;0.000036094;0.016632727
21.79;0.696105;0.0239285;0.0140125;0.01410275;-0.337985;1.39955;-0.235273048;-1.29959E-05;0.016656748
22.08;0.698175;0.023844;0.014033;0.014137;-0.337725;1.40105;-0.235791152;-1.87477E-05;0.016647285
22.38;0.694795;0.023891;0.0140335;0.01403475;-0.340475;1.3946;-0.236560328;-7.89685E-06;0.016599347
22.68;0.69471;0.023963;0.014032;0.01409;-0.340975;1.39265;-0.236878742;1.97935E-05;0.016647336
22.97;0.69397;0.0239545;0.014016;0.01401725;-0.342705;1.38855;-0.237826989;-3.25504E-05;0.016623704
23.27;0.695275;0.0238375;0.014021;0.0139985;-0.34315;1.392;-0.238583616;2.03418E-05;0.016573618
23.56;0.69332;0.0240315;0.0140285;0.014116;-0.34588;1.38565;-0.239805522;1.35648E-05;0.01666152
23.86;0.69208;0.024035;0.0140585;0.01397225;-0.347915;1.3789;-0.240785013;-2.25022E-05;0.016634143
24.16;0.69211;0.024066;0.0140585;0.0140125;-0.34824;1.3809;-0.241020386;6.44496E-06;0.016656319
24.45;0.691525;0.024058;0.0140605;0.014072;-0.349295;1.37985;-0.241546225;0.000025466;0.016636708
24.75;0.691565;0.0241255;0.0140495;0.0141365;-0.347295;1.3806;-0.240177067;-1.01235E-05;0.016684351
25.05;0.690515;0.0241515;0.0140395;0.01404975;-0.34684;1.3796;-0.239498223;1.26505E-05;0.016676973
25.34;0.6903;0.024063;0.0140335;0.01399675;-0.349265;1.3763;-0.24109763;-4.67909E-05;0.016610689
25.64;0.69061;0.024006;0.014018;0.0139225;-0.34428;1.3795;-0.237763211;-3.527E-07;0.016578784
25.94;0.689985;0.0239105;0.0140195;0.0138225;-0.34609;1.37895;-0.238796909;2.16644E-05;0.016497886
26.23;0.693235;0.0238605;0.014008;0.01395075;-0.344325;1.3858;-0.238698141;2.79896E-05;0.016540934
26.53;0.69255;0.023965;0.01401;0.01398025;-0.344835;1.38455;-0.238815479;-2.92572E-05;0.016596961
26.82;0.69295;0.023983;0.013994;0.0140065;-0.34349;1.38675;-0.238021396;-2.62155E-05;0.01661902
27.12;0.69454;0.023984;0.0140095;0.01408725;-0.345495;1.3879;-0.239960097;-0.000015037;0.016657847
27.42;0.692755;0.0239645;0.014004;0.01388575;-0.35063;1.3785;-0.242900686;0.000002371;0.016601527
27.71;0.692405;0.0240185;0.014013;0.0139695;-0.34995;1.3796;-0.24230713;-3.51907E-05;0.016630529
28.01;0.69086;0.023998;0.0140105;0.01387425;-0.3495;1.3761;-0.24145557;6.75145E-06;0.016579258
28.31;0.68988;0.0241375;0.0140175;0.01399525;-0.349065;1.37485;-0.240812962;3.58615E-05;0.016651979
28.6;0.690965;0.023948;0.0140115;0.013802;-0.35058;1.3763;-0.24223851;1.10827E-05;0.01654723
28.9;0.6907;0.0240025;0.014012;0.01395825;-0.34867;1.37675;-0.240826369;-0.000050453;0.016578527
29.2;0.690925;0.024064;0.014028;0.01401;-0.34969;1.3774;-0.241609563;1.94493E-05;0.016626419
29.49;0.692095;0.0240065;0.014052;0.0139645;-0.34826;1.37995;-0.241029005;-0.000011161;0.016614779
29.79;0.69213;0.0240165;0.014054;0.01401475;-0.34808;1.38115;-0.24091661;-1.02005E-05;0.01662254
30.09;0.69449;0.024129;0.0140685;0.01424075;-0.346265;1.388;-0.24047758;-1.97175E-05;0.016757349
30.38;0.689505;0.024259;0.0140925;0.01415275;-0.34817;1.3734;-0.240064956;3.1619E-05;0.016726702
30.68;0.689895;0.02419;0.014107;0.01416775;-0.34905;1.3742;-0.24080785;2.06043E-05;0.01668856
30.97;0.69269;0.02413;0.0140795;0.01416475;-0.3484;1.3817;-0.241333196;-3.78825E-05;0.01671461
31.27;0.69121;0.02419;0.014076;0.01418675;-0.347275;1.3799;-0.240039953;8.5415E-06;0.01672037
31.57;0.691635;0.024109;0.014071;0.0141195;-0.349085;1.38085;-0.241439404;-2.50562E-05;0.016674628
31.86;0.69365;0.0240715;0.0140765;0.014047;-0.351105;1.37935;-0.243543983;1.38887E-05;0.016697196
32.16;0.69324;0.0240445;0.014093;0.01412325;-0.34869;1.382;-0.241725856;8.43615E-06;0.016668609
32.46;0.69329;0.024116;0.0141085;0.01415625;-0.34794;1.3838;-0.241223323;0.000003614;0.016719382
32.75;0.69504;0.024141;0.014092;0.01427125;-0.34638;1.3891;-0.240747955;-2.15765E-05;0.016778961
33.05;0.69616;0.0241145;0.014092;0.014299;-0.345835;1.39195;-0.240756494;-4.2904E-06;0.01678755
33.35;0.693355;0.0240485;0.014088;0.01415575;-0.346285;1.38425;-0.240098436;2.67408E-05;0.016674148
33.64;0.69322;0.024112;0.0140985;0.014212;-0.34759;1.38455;-0.24095634;-1.52113E-05;0.016714921
33.94;0.69344;0.023999;0.0141135;0.014111;-0.346485;1.3843;-0.240266558;1.80582E-05;0.016641867
34.24;0.691135;0.024031;0.0141125;0.01409475;-0.34871;1.37705;-0.241005686;-4.01409E-05;0.016608665
34.53;0.69258;0.0238895;0.014118;0.013978;-0.350015;1.38045;-0.242413389;-2.10191E-05;0.01654539
34.83;0.69399;0.0239365;0.0141325;0.0141195;-0.347855;1.38585;-0.241407891;0.000009647;0.016611692
35.12;0.69249;0.0239745;0.014131;0.01409125;-0.348085;1.38285;-0.241045382;2.94266E-05;0.016602102
35.42;0.69468;0.023938;0.014116;0.014084;-0.348505;1.3852;-0.242099453;-2.60285E-06;0.01662925
35.72;0.69304;0.0240215;0.01411;0.01411475;-0.34927;1.382;-0.242058081;-8.5878E-06;0.01664786
36.01;0.69417;0.0240125;0.0140905;0.01415375;-0.348765;1.38575;-0.2421022;1.87246E-05;0.016668757
36.31;0.69182;0.0241015;0.0140925;0.014108;-0.349255;1.37765;-0.241621594;2.21456E-05;0.0166739
36.61;0.69109;0.024044;0.0140715;0.0140185;-0.3503;1.3753;-0.242088827;-0.000027821;0.016616568
36.9;0.69123;0.0239795;0.0140575;0.01393975;-0.348735;1.37855;-0.241056094;-9.2551E-06;0.01657535
37.2;0.69027;0.0240645;0.0140475;0.0140085;-0.3494;1.3757;-0.241180338;-0.000039066;0.016611002
37.5;0.688645;0.0240795;0.0140425;0.0139915;-0.34792;1.37315;-0.239593368;0.000011791;0.016582227
37.79;0.688905;0.0240155;0.014029;0.01388225;-0.34479;1.37645;-0.237527555;-2.11831E-05;0.016544398
38.09;0.69055;0.02404;0.0140275;0.01398475;-0.344095;1.3818;-0.237614802;4.22284E-05;0.016600822
38.38;0.692035;0.024006;0.0140285;0.01405625;-0.34468;1.3838;-0.238530624;-2.47138E-05;0.016612992
38.68;0.690235;0.0240185;0.0140305;0.01397075;-0.346085;1.3778;-0.23887998;-1.94615E-05;0.016578409
38.98;0.690375;0.023948;0.014027;0.0139635;-0.34702;1.37895;-0.239573933;-0.000005494;0.016533101
39.27;0.69067;0.024077;0.014023;0.01404625;-0.346755;1.3799;-0.239493276;2.12745E-06;0.016629262
39.57;0.68884;0.0241365;0.014022;0.01400375;-0.350695;1.37155;-0.241572744;-8.7625E-06;0.016626187
39.87;0.68805;0.024076;0.0140455;0.01387925;-0.350255;1.37015;-0.240992953;-7.27989E-06;0.016565492
40.16;0.68924;0.0239955;0.0140485;0.01387075;-0.35011;1.3725;-0.241309816;5.45749E-06;0.016538658
40.46;0.686245;0.024135;0.0140415;0.01386325;-0.35256;1.36285;-0.241942537;-5.14047E-06;0.016562523
40.76;0.688355;0.0241025;0.0140645;0.01397275;-0.352235;1.36885;-0.242462723;-2.15553E-05;0.016591076
41.05;0.688975;0.0241515;0.0140555;0.01395275;-0.35429;1.3667;-0.244096953;0.00004803;0.01663978
41.35;0.690445;0.0242045;0.014047;0.014047;-0.357285;1.3644;-0.246685642;-1.80079E-05;0.016711876
41.65;0.689605;0.0244605;0.014027;0.0140715;-0.368785;1.35005;-0.25431598;1.44238E-05;0.016868083
41.94;0.688915;0.0249575;0.0140275;0.01418025;-0.39409;1.3203;-0.271494512;-4.23515E-06;0.017193596
42.24;0.689905;0.025842;0.013984;0.01440775;-0.43469;1.27485;-0.299894804;-2.77775E-05;0.017828525
42.53;0.691455;0.027225;0.0139475;0.01468075;-0.51264;1.19235;-0.354467491;-2.49507E-05;0.018824862
42.83;0.689725;0.0296335;0.01389;0.01498325;-0.63978;1.054885;-0.441272261;0.000049816;0.020438966
43.13;0.68871;0.033948;0.013864;0.015639;-0.83242;0.851505;-0.573295978;-4.60095E-06;0.023380327
43.42;0.688845;0.041016;0.013833;0.0161885;-1.09777;0.585535;-0.756193376;-3.27088E-05;0.028253667
43.72;0.68898;0.0520435;0.013762;0.0164105;-1.4202;0.2724295;-0.978489396;-9.94542E-05;0.035856931
44.02;0.68878;0.0687125;0.0136864;0.015922325;-1.77275;-0.0586085;-1.221034745;0.000130575;0.047327796
44.31;0.688855;0.092954;0.0138119;0.014182075;-2.1287;-0.375315;-1.466365639;-3.65495E-05;0.064031828
44.61;0.6897;0.126055;0.0139801;0.009982543;-2.4712;-0.67058;-1.70438664;0.000091548;0.086940134
44.91;0.68958;0.169235;0.0139979;0.001281513;-2.80125;-0.942455;-1.931685975;-0.000119947;0.116701071
45.2;0.68914;0.221945;0.0143313;-0.010410775;-3.11845;-1.1869;-2.149048633;-3.3075E-06;0.152951177
45.5;0.68968;0.2831;0.0145163;-0.0257045;-3.41905;-1.4129;-2.358050404;-0.000190594;0.195248408
45.8;0.68917;0.349195;0.0146362;-0.04362325;-3.7112;-1.62195;-2.557647704;8.63733E-05;0.240654718
46.09;0.689375;0.416185;0.0147881;-0.060385;-3.985;-1.8102;-2.747159375;0.000059762;0.286907534
46.39;0.689505;0.480175;0.01446895;-0.074757;-4.24855;-1.986;-2.929396468;0.000182421;0.331083063
46.68;0.68976;0.53812;0.01415995;-0.08082375;-4.492;-2.14305;-3.09840192;-0.000347278;0.371173651
46.98;0.689605;0.58748;0.0142229;-0.081243;-4.71605;-2.2851;-3.25221166;0.000134634;0.405129145
47.28;0.689755;0.626255;0.01377925;-0.0768315;-4.91295;-2.40685;-3.388731827;0.000365293;0.431962518
47.57;0.68966;0.65689;0.01337735;-0.06420825;-5.0839;-2.5091;-3.506162474;-0.000320007;0.453030757
47.87;0.68987;0.679025;0.0134108;-0.050584;-5.22225;-2.5914;-3.602673608;-0.000040801;0.468438977
48.17;0.690045;0.694655;0.0136813;-0.035528;-5.3315;-2.65595;-3.678974918;0.000907079;0.479343209
48.46;0.69001;0.70463;0.0131791;-0.02428875;-5.4163;-2.7048;-3.737301163;-0.00042825;0.486201746
48.76;0.69017;0.71199;0.0132995;-0.011541825;-5.4769;-2.74105;-3.779992073;-0.000233308;0.491394138
49.06;0.69019;0.716165;0.014043;-0.001736625;-5.52065;-2.7637;-3.810297424;0.000835395;0.494289921
49.35;0.689815;0.71901;0.013926;0.004218064;-5.5525;-2.78125;-3.830197788;-0.000017574;0.495983883
49.65;0.689845;0.719895;0.013705;0.00687665;-5.57135;-2.79425;-3.843367941;-0.000043895;0.496615966
49.94;0.689595;0.721945;0.0138425;0.009843668;-5.58615;-2.80095;-3.852181109;-0.000491101;0.497849662
50.24;0.68983;0.721895;0.014234;0.009080929;-5.59125;-2.8061;-3.857011988;0.00027572;0.497984828
50.54;0.690115;0.722;0.0140345;0.010663943;-5.5934;-2.80735;-3.860089241;0.00037504;0.49826303
50.83;0.69021;0.72246;0.0138545;0.013317598;-5.59545;-2.8077;-3.862035545;7.70975E-05;0.498649117
51.13;0.690145;0.722465;0.013927;0.013781515;-5.5979;-2.80905;-3.863362696;0.000278645;0.498605607
51.43;0.69007;0.722645;0.013814;0.0147855;-5.59925;-2.80915;-3.863874448;-0.000226155;0.498675635
51.72;0.68978;0.72272;0.013914;0.014536523;-5.60315;-2.81055;-3.864940807;-0.000224265;0.498517802
52.02;0.689525;0.723285;0.0138;0.0145389;-5.60575;-2.81205;-3.865304769;0.00052837;0.49872309
52.32;0.690135;0.72238;0.014401;0.012970133;-5.6009;-2.81145;-3.865377122;0.000453735;0.498539721
52.61;0.69013;0.722745;0.013395;0.012743775;-5.60135;-2.81135;-3.865659676;-0.000815054;0.498788007
52.91;0.68982;0.723085;0.0137945;0.01452133;-5.60395;-2.81225;-3.865716789;0.000549245;0.498798495
53.21;0.69011;0.72268;0.01422;0.012274336;-5.60105;-2.8132;-3.865340616;0.000128525;0.498728695
53.5;0.6899;0.722655;0.013911;0.013314475;-5.60325;-2.81045;-3.865682175;-0.000371172;0.498559685
53.8;0.690115;0.722885;0.014038;0.013489118;-5.60145;-2.8121;-3.865644667;0.000505263;0.498873782
54.09;0.689835;0.722695;0.014469;0.013810515;-5.60385;-2.81155;-3.865731865;0.000142635;0.498540305
54.39;0.689915;0.72293;0.014078;0.013667825;-5.6034;-2.81265;-3.865869711;-0.000263255;0.498760251
54.69;0.68977;0.722855;0.014045;0.013875338;-5.6051;-2.8119;-3.866229827;0.000361121;0.498603693
54.98;0.68977;0.723;0.0142085;0.015042365;-5.60475;-2.8126;-3.865988408;-0.00013307;0.49870371
55.28;0.689885;0.72307;0.0142905;0.014831825;-5.6041;-2.81;-3.866184529;0.000435124;0.498835147
55.58;0.689455;0.722905;0.0139895;0.013576175;-5.6079;-2.81405;-3.866394695;0.00028262;0.498410467
55.87;0.68959;0.723055;0.0138945;0.012394125;-5.60745;-2.8139;-3.866841446;-0.000679052;0.498611497
56.17;0.6896;0.723315;0.013935;0.0133647;-5.60775;-2.8146;-3.8671044;0.0007994;0.498798024
56.47;0.689835;0.72264;0.0137975;0.013919425;-5.60575;-2.81235;-3.867042551;-0.000731175;0.498502364
56.76;0.689655;0.72324;0.0139915;0.015579;-5.60745;-2.8134;-3.86720593;0.00080497;0.498786082
57.06;0.68946;0.723045;0.013816;0.01673125;-5.60955;-2.81225;-3.867560343;0.000538159;0.498510606
57.35;0.68938;0.723325;0.013857;0.016634065;-5.6101;-2.8143;-3.867490738;-0.00078782;0.498645789
57.65;0.68941;0.72292;0.01359;0.01322175;-5.60985;-2.814;-3.867486689;-0.000015905;0.498388277
57.95;0.68947;0.7235;0.01372;0.01386905;-5.6097;-2.8145;-3.867719859;0.00063182;0.498831545
58.24;0.6893;0.7232;0.0135725;0.012328375;-5.61155;-2.81645;-3.868041415;-0.000392585;0.49850176
58.54;0.68948;0.7228;0.0134875;0.013141673;-5.6094;-2.8149;-3.867569112;5.3485E-06;0.498356144
58.84;0.68952;0.723545;0.013988;0.01579125;-5.6096;-2.81355;-3.867931392;-0.000378673;0.498898748
59.13;0.68955;0.72308;0.0140515;0.01569405;-5.6087;-2.8138;-3.867479085;0.000748045;0.498599814
59.43;0.68976;0.72294;0.01357;0.013581075;-5.6074;-2.8131;-3.867760224;-3.3735E-06;0.498655094
59.73;0.68952;0.7231;0.0140055;0.013171975;-5.60945;-2.8153;-3.867827964;-0.000142313;0.498591912
60.02;0.689455;0.72341;0.014096;0.01212255;-5.61005;-2.8158;-3.867877023;-0.000148323;0.498758642
60.32;0.689485;0.72294;0.0138055;0.011276283;-5.6098;-2.81585;-3.867872953;0.00067057;0.498456286
60.62;0.689735;0.723135;0.0142115;0.014628508;-5.6081;-2.814;-3.868102854;0.000106341;0.498771519
60.91;0.689465;0.723205;0.013859;0.010858093;-5.6109;-2.81625;-3.868519169;-0.000722616;0.498624535
61.21;0.689265;0.7231;0.0136855;0.0134184;-5.61225;-2.81545;-3.868327496;0.000136945;0.498407522
61.5;0.689505;0.723435;0.014165;0.0158357;-5.6106;-2.81315;-3.868536753;0.000355777;0.49881205
61.8;0.689195;0.723685;0.0140395;0.01476775;-5.61385;-2.81485;-3.869037351;0.00033712;0.498760084
62.1;0.68925;0.72302;0.0138275;0.0130832;-5.6132;-2.81575;-3.8688981;-0.000940955;0.498341535
62.39;0.689255;0.723045;0.013957;0.01362304;-5.61305;-2.81455;-3.868822778;0.001120985;0.498362381
62.69;0.68923;0.723975;0.0138665;0.012110875;-5.6129;-2.8163;-3.868579067;-0.000615626;0.498985289
62.99;0.689145;0.722965;0.0134355;0.012438125;-5.61355;-2.81695;-3.868549915;0.000182973;0.498227715
63.28;0.68925;0.72272;0.013924;0.011699875;-5.6128;-2.8165;-3.8686224;-0.000290489;0.49813476
63.58;0.689365;0.72354;0.013817;0.012579633;-5.61125;-2.81525;-3.868199356;0.00016169;0.498783152
63.88;0.689295;0.723605;0.01412;0.013769025;-5.611;-2.8153;-3.867634245;0.000340607;0.498777308
64.17;0.689455;0.72257;0.0134805;0.013515473;-5.6102;-2.81395;-3.867980441;-0.000722595;0.498179499
64.47;0.68951;0.723055;0.014314;0.01581495;-5.6091;-2.81345;-3.867530541;-0.00020068;0.498553653
64.77;0.68947;0.723165;0.0138;0.0144772;-5.60925;-2.81405;-3.867409598;0.000600025;0.498600573
65.06;0.689215;0.723065;0.013785;0.014168675;-5.6117;-2.81555;-3.867667816;-0.000429995;0.498347244
65.36;0.689285;0.72308;0.0139605;0.01201624;-5.6113;-2.81495;-3.867784921;0.000537405;0.498408198
65.65;0.689335;0.72287;0.0138455;0.011442875;-5.61065;-2.81585;-3.867617418;-0.000559097;0.498299591
65.95;0.689255;0.723625;0.0136175;0.013447825;-5.6113;-2.815;-3.867616582;0.000829052;0.498762149
66.25;0.68967;0.723105;0.014002;0.01432815;-5.6076;-2.8134;-3.867393492;-0.000254527;0.498703825
66.54;0.68965;0.722605;0.0139375;0.013487115;-5.6078;-2.81425;-3.86741927;-0.000107943;0.498344538
66.84;0.689565;0.72343;0.013547;0.0127202;-5.6079;-2.81525;-3.867011564;0.000232;0.498852008
67.14;0.68955;0.7232;0.013725;0.014106235;-5.6076;-2.8128;-3.86672058;-0.000886005;0.49868256
67.43;0.68997;0.722265;0.013642;0.01415135;-5.6037;-2.8111;-3.866384889;0.000420918;0.498341182
67.73;0.68953;0.723525;0.013743;0.011718075;-5.6075;-2.81495;-3.866539475;0.000272658;0.498892193
68.03;0.68973;0.723005;0.014157;0.011591475;-5.60565;-2.81395;-3.866384975;-0.000388214;0.498678239
68.32;0.689745;0.72232;0.013711;0.011255675;-5.6045;-2.81355;-3.865675853;0.0002064;0.498216608
68.62;0.689905;0.722975;0.0137305;0.014411563;-5.6037;-2.81055;-3.866020649;0.000427665;0.498784067
68.91;0.68979;0.72307;0.013771;0.013472473;-5.6046;-2.8131;-3.865997034;-0.000282886;0.498766455
69.21;0.68982;0.722635;0.014063;0.013124175;-5.6042;-2.81205;-3.865889244;-7.6385E-05;0.498488076
69.51;0.68985;0.72294;0.0133135;0.012810025;-5.6041;-2.81085;-3.865988385;-0.000648155;0.498720159
69.8;0.68955;0.723385;0.014007;0.014235425;-5.6067;-2.81375;-3.866099985;0.00044197;0.498810127
70.1;0.689785;0.722625;0.013879;0.0139404;-5.60445;-2.81205;-3.865865543;-1.03215E-05;0.498455886
70.4;0.689955;0.7223;0.0137605;0.014027823;-5.6031;-2.81105;-3.865886861;0.000167397;0.498354497
70.69;0.689845;0.72343;0.013813;0.013389225;-5.60455;-2.81365;-3.866270795;0.00011825;0.499054568
70.99;0.69001;0.72271;0.0140495;0.01540555;-5.6016;-2.81165;-3.865160016;0.00001201;0.498677127
71.29;0.69019;0.722545;0.013676;0.013449813;-5.60055;-2.81065;-3.865443605;-0.000809622;0.498693334
