7.324218750000000000e-03 1.928749847964885723e-22
2.197265624999999653e-02 1.928749847964885723e-22
3.662109375000000694e-02 1.928749847964885723e-22
5.126953125000000000e-02 1.928749847964885723e-22
6.591796875000000000e-02 1.928749847964885723e-22
8.056640625000001388e-02 1.928749847964885723e-22
9.521484374999998612e-02 1.928749847964885723e-22
1.098632812500000000e-01 1.928749847964885723e-22
1.245117187500000000e-01 1.928749847964885723e-22
1.391601562500000000e-01 1.928749847964885723e-22
1.538085937500000278e-01 1.928749847964885723e-22
1.684570312500000278e-01 1.928749847964885723e-22
1.831054687499999722e-01 1.928749847964885723e-22
1.977539062500000000e-01 1.928749847964885723e-22
2.124023437500000000e-01 1.928749847964885723e-22
2.270507812500000000e-01 1.928749847964885723e-22
2.416992187500000000e-01 1.928749847964885723e-22
2.563476562500000000e-01 1.928749847964885723e-22
2.709960937500000000e-01 1.928749847964885723e-22
2.856445312500000000e-01 1.928749847964885723e-22
3.002929687500000000e-01 1.928749847964885723e-22
3.149414062500000000e-01 1.928749847964885723e-22
3.295898437500000000e-01 1.928749847964885723e-22
3.442382812500000000e-01 1.928749847964885723e-22
3.588867187500000000e-01 1.928749847964885723e-22
3.735351562500000000e-01 1.928749847964885723e-22
3.881835937500000000e-01 1.928749847964885723e-22
4.028320312500000000e-01 1.928749847964885723e-22
4.174804687500000000e-01 1.928749847964885723e-22
4.321289062500000000e-01 1.928749847964885723e-22
4.467773437500000000e-01 1.928749847964885723e-22
4.614257812500000000e-01 1.928749847964885723e-22
4.760742187500000000e-01 1.928749847964885723e-22
4.907226562500000000e-01 1.928749847964885723e-22
5.053710937500000000e-01 1.928749847964885723e-22
5.200195312500000000e-01 1.928749847964885723e-22
5.346679687500000000e-01 1.928749847964885723e-22
5.493164062500000000e-01 1.928749847964885723e-22
5.639648437500000000e-01 1.928749847964885723e-22
5.786132812500000000e-01 1.928749847964885723e-22
5.932617187500000000e-01 1.928749847964885723e-22
6.079101562500000000e-01 1.928749847964885723e-22
6.225585937500000000e-01 1.928749847964885723e-22
6.372070312500000000e-01 1.928749847964885723e-22
6.518554687500000000e-01 1.928749847964885723e-22
6.665039062500000000e-01 1.928749847964885723e-22
6.811523437500000000e-01 1.928749847964885723e-22
6.958007812500000000e-01 1.928749847964885723e-22
7.104492187500000000e-01 1.928749847964885723e-22
7.250976562500000000e-01 1.928749847964885723e-22
7.397460937500000000e-01 1.928749847964885723e-22
7.543945312500000000e-01 1.928749847964885723e-22
7.690429687500000000e-01 1.928749847964885723e-22
